origins,destinations,path,free_flow_time,num_edges,total_length,mean_speed,pct_motorway,pct_trunk,pct_primary,pct_secondary,pct_tertiary,pct_unclassified,pct_residential,num_traffic_lights
-60994245,-48796850,"-60994245,60994227#2,60994227#3,60994227#4,60994227#5,60994227#6,60994227#7,60994227#8,-60994107#3,-60994107#2,-60994107#1,-60994107#0,-551022155#1,-551022155#0,-550891100,-60639740,-60639747#1,-60639747#0,60639744#2,60639744#3,-60639742,-539694562#2,-539694562#1,-539694562#0,-60639750#1,-60639750#0,571466840#0,571466840#1,60633919#0,23793019#2,23793019#3,23793033#0,550900607#1,550900607#2,23735202#2,23735202#3,23735202#4,382329293#2,23735209,23735104,23735095#0,23735095#2,-48796663#2,-48796663#1,682761373#0,682761373#1,682761374#0,682761374#1,682761374#2,48796670#0,48796670#1,48796670#2,48796670#3,48796670#4,48796670#5,682761371,-48796682,-48796683,1152783642#0,1152783642#1,48796646#1,48796646#2,48796646#3,48796738#0,-560544708#3,-560544708#2,-700001024#0,-48796737#4,-48796737#3,-48796737#2,-48796737#1,-48796737#0,48796622,1172615516,-1172615516,-48796850",6.99283163067875,76.0,4730.503352856938,10.561184210526317,0.0,0.0,0.24023940806226857,0.00630678919882045,0.1888802953524618,0.0,0.11842746900676204,5.0
-60994245,-48796850,"-60994245,60994227#2,60994227#3,60994227#4,60994227#5,60994227#6,60994227#7,60994227#8,-60994107#3,-60994107#2,-60994107#1,-60994107#0,-551022155#1,-551022155#0,-550891100,-60639740,-60639747#1,-60639747#0,60639744#2,60639744#3,-60639742,-539694562#2,-539694562#1,-539694562#0,-60639750#1,-60639750#0,571466840#0,571466840#1,60633919#0,23793019#2,23793019#3,23793033#0,550900607#1,550900607#2,23735202#2,23735202#3,23735202#4,382329293#2,23735209,23735104,23735095#0,23735095#2,-48796663#2,-48796663#1,682761373#0,682761373#1,682761374#0,682761374#1,48796679#0,48796679#1,48796679#2,682761372#1,48796670#3,48796670#4,48796670#5,682761371,-48796682,-48796683,1152783642#0,1152783642#1,48796646#1,48796646#2,48796646#3,48796738#0,-560544708#3,-560544708#2,-700001024#0,-48796737#4,-48796737#3,-48796737#2,-48796737#1,-48796737#0,48796622,1172615516,-1172615516,-48796850",7.001975288141736,76.0,4732.167448054968,10.561184210526317,0.0,0.0,0.24015492642679764,0.006304571378395465,0.18066218482908986,0.0,0.11838582327366991,5.0
-60994245,-48796850,"-60994245,60994227#2,60994227#3,60994227#4,60994227#5,60994227#6,60994227#7,60994227#8,-60994107#3,60994107#3,-60994107#3,-60994107#2,-60994107#1,-60994107#0,-551022155#1,-551022155#0,-550891100,-60639740,-60639747#1,-60639747#0,60639744#2,60639744#3,-60639742,-539694562#2,-539694562#1,-539694562#0,-60639750#1,-60639750#0,571466840#0,571466840#1,60633919#0,23793019#2,23793019#3,23793033#0,550900607#1,550900607#2,23735202#2,23735202#3,23735202#4,382329293#2,23735209,23735104,23735095#0,23735095#2,-48796663#2,-48796663#1,682761373#0,682761373#1,682761374#0,682761374#1,48796679#0,48796679#1,48796679#2,682761372#1,48796670#3,48796670#4,48796670#5,682761371,-48796682,-48796683,1152783642#0,1152783642#1,48796646#1,48796646#2,48796646#3,48796738#0,-560544708#3,-560544708#2,-700001024#0,-48796737#4,-48796737#3,-48796737#2,-48796737#1,-48796737#0,48796622,1172615516,-1172615516,-48796850",7.686909261731171,78.0,4922.840452668866,10.532207792207794,0.0,0.0,0.23085317028928112,0.006060380737020985,0.17366472026921392,0.0,0.152532780828527,5.0
-60633948#1,-60681261#2,"-60633948#1,-60633948#0,-60633930#4,-60633930#3,-60633930#1,-60633930#0,23735206#3,204975787#0,204975787#1,204975789#0,204975789#1,204975789#2,204975789#3,868812833#0,868812833#1,-1162140280,-60633879,660002226#0,660002226#1,-60633895,60633892,60633872#0,-60681193,924947800,1107401566,1107401567#1,60681255#0,60681255#1,60681255#2,60681255#3,60681255#4,60681219#0,60681219#1,60681219#2,60681219#3,-60681261#3,-60681261#2",4.229880177361122,37.0,2620.136542544194,9.235945945945947,0.0,0.0,0.0,0.1756228982962338,0.0,0.0,0.6290672612398827,2.0
-60633948#1,-60681261#2,"-60633948#1,-60633948#0,-60633930#4,-60633930#3,-60633930#1,-60633930#0,23735206#3,204975787#0,204975787#1,204975789#0,204975789#1,204975789#2,204975789#3,868812833#0,868812833#1,-1162140280,-60633879,660002226#0,660002226#1,-60633895,60633892,60633872#0,-60681193,924947800,1107401566,1107401567#1,60681255#0,-60681255#0,60681255#0,60681255#1,60681255#2,60681255#3,60681255#4,60681219#0,60681219#1,60681219#2,60681219#3,-60681261#3,-60681261#2",4.504142236396398,39.0,2749.8647813666107,9.358421052631579,0.0,0.0,0.0,0.16733767298361454,0.0,0.0,0.5993902427717476,2.0
-60633948#1,-60681261#2,"-60633948#1,-60633871,60633871,-60633948#0,-60633930#4,-60633930#3,-60633930#1,-60633930#0,23735206#3,204975787#0,204975787#1,204975789#0,204975789#1,204975789#2,204975789#3,868812833#0,868812833#1,-1162140280,-60633879,660002226#0,660002226#1,-60633895,60633892,60633872#0,-60681193,924947800,1107401566,1107401567#1,60681255#0,60681255#1,60681255#2,60681255#3,60681255#4,60681219#0,60681219#1,60681219#2,60681219#3,-60681261#3,-60681261#2",4.581858594627309,39.0,2620.136542544194,9.047435897435896,0.0,0.0,0.0,0.1756228982962338,0.0,0.0,0.6290672612398828,2.0
-60639045#2,23793058#9,"-60639045#2,-60639045#1,-60639045#0,-551022152,-551022155#1,-551022155#0,-550891100,-60639740,-60639747#1,-60639747#0,60639744#2,60639051#0,60639051#1,60639051#2,60639038#1,1162140276,-60639041#1,23793058#5,23793058#6,23793058#7,23793058#8,23793058#9",3.041991483418421,22.0,1697.3288964462515,10.351818181818183,0.0,0.0,0.0,0.20700694613519968,0.0,0.0,0.4906476915557511,0.0
-60639045#2,23793058#9,"-60639045#2,-60639045#1,-60639045#0,-551022152,-551022155#1,-551022155#0,-550891100,-60639740,-60639747#1,-60639747#0,60639744#2,60639051#0,60639051#1,60639051#2,60639038#1,1162140276,-1162140276,1162140276,-60639041#1,23793058#5,23793058#6,23793058#7,23793058#8,23793058#9",3.3786261372799657,24.0,1795.8044337495492,10.263913043478261,0.0,0.0,0.0,0.1956554203993959,0.0,0.0,0.5185787631736072,0.0
-60639045#2,23793058#9,"-60639045#2,-60639045#1,-60639045#0,-551022152,-551022155#1,-551022155#0,-550891100,-60639740,-60639747#1,-60639747#0,60639744#2,60639744#3,-60639742,539694555#1,539694554#3,539694554#4,60639050,-60639041#1,23793058#5,23793058#6,23793058#7,23793058#8,23793058#9",2.484068314150714,23.0,1372.449620773181,10.263913043478263,0.0,0.0,0.0,0.2560085748301829,0.0,0.0,0.3700764104499644,0.0
-550891046#7,-700000786#1,"-550891046#7,-550891046#6,-60994212,-60994192#1,-60994192#0,-495972837#2,-495972837#1,-60994231#1,-60994231#0,-550891041#1,-550891041#0,-60994221#2,-60994221#1,-60994221#0,-60994107#3,-60994107#2,-60994107#1,-60994107#0,-551022155#1,-551022155#0,-550891100,-60639740,-60639747#1,-60639747#0,60639744#2,60639744#3,-60639742,-539694562#2,-539694562#1,-539694562#0,-60639750#1,-60639750#0,571466840#0,571466840#1,60633919#0,23793019#2,23793019#3,23793033#0,550900607#1,550900607#2,23735202#2,23735202#3,23735202#4,382329293#2,23735209,23735104,23735095#0,23735095#2,-48796663#2,-48796663#1,682761373#0,682761373#1,682761374#0,682761374#1,48796679#0,48796679#1,48796679#2,682761372#1,48796670#3,48796670#4,48796670#5,682761371,-48796682,-48796683,1152783642#0,1152783642#1,48796646#1,48796646#2,48796646#3,48796738#0,-560544708#3,-560544708#2,-700001024#0,-599926487#1,-599926487#0,-599926488#2,-599926488#1,-599926488#0,-1005516406#0,-48796642#0,-1172615530,-700000786#2,-700000786#1",6.7068154819586425,83.0,4248.504235168098,10.707951807228916,0.0,0.0,0.26749492584228585,0.007022303803729557,0.025361870425126005,0.0,0.08025389512498954,5.0
-550891046#7,-700000786#1,"-550891046#7,-550891046#6,-550891046#5,-550891046#4,-550891046#3,495972837#0,-60994231#1,-60994231#0,-550891041#1,-550891041#0,-60994221#2,-60994221#1,-60994221#0,-60994107#3,-60994107#2,-60994107#1,-60994107#0,-551022155#1,-551022155#0,-550891100,-60639740,-60639747#1,-60639747#0,60639744#2,60639744#3,-60639742,-539694562#2,-539694562#1,-539694562#0,-60639750#1,-60639750#0,571466840#0,571466840#1,60633919#0,23793019#2,23793019#3,23793033#0,550900607#1,550900607#2,23735202#2,23735202#3,23735202#4,382329293#2,23735209,23735104,23735095#0,23735095#2,-48796663#2,-48796663#1,682761373#0,682761373#1,682761374#0,682761374#1,682761374#2,48796670#0,48796670#1,48796670#2,48796670#3,48796670#4,48796670#5,682761371,-48796682,-48796683,1152783642#0,1152783642#1,48796646#1,48796646#2,48796646#3,48796738#0,-560544708#3,-560544708#2,-700001024#0,-599926487#1,-599926487#0,-599926488#2,-599926488#1,-599926488#0,-1005516406#0,-48796642#0,-1172615530,-700000786#2,-700000786#1",6.661700603753941,82.0,4111.214592794726,10.533536585365853,0.0,0.0,0.27642763462619163,0.007256806176712192,0.03559171405941706,0.0,0.07058105353367015,5.0
-550891046#7,-700000786#1,"-550891046#7,-550891046#6,-550891046#5,-550891046#4,-550891046#3,495972837#0,-60994231#1,-60994231#0,-550891041#1,-550891041#0,-60994221#2,-60994221#1,-60994221#0,-60994107#3,-60994107#2,-60994107#1,-60994107#0,-551022155#1,-551022155#0,-550891100,-60639740,-60639747#1,-60639747#0,60639744#2,60639744#3,-60639742,-539694562#2,-539694562#1,-539694562#0,-60639750#1,-60639750#0,571466840#0,571466840#1,60633919#0,23793019#2,23793019#3,23793033#0,550900607#1,550900607#2,23735202#2,23735202#3,23735202#4,382329293#2,23735209,23735104,23735095#0,23735095#2,-48796663#2,-48796663#1,682761373#0,682761373#1,682761374#0,682761374#1,48796679#0,48796679#1,48796679#2,682761372#1,48796670#3,48796670#4,48796670#5,682761371,-48796682,-48796683,1152783642#0,1152783642#1,48796646#1,48796646#2,48796646#3,48796738#0,-560544708#3,-560544708#2,-700001024#0,-599926487#1,-599926487#0,-599926488#2,-599926488#1,-599926488#0,-1005516406#0,-48796642#0,-1172615530,-700000786#2,-700000786#1",6.670844261216927,82.0,4112.878687992756,10.533536585365853,0.0,0.0,0.27631579035985643,0.007253870029738795,0.026198198898377562,0.0,0.0705524960192946,5.0
-48796850,-150130914#1,"-48796850,1172615517,48796737#1,48796737#2,48796737#3,48796737#4,700001024#0,700001024#1,560544708#3,684907504#0,48796648#0,48796652,-48796646#0,-1152783642#0,48796681,48796682,48796667#0,48796667#1,-48796669,48796663#2,48796663#3,23735096#3,23735096#4,-23735103,382329292#0,382329292#1,23735119#0,23735119#2,23735119#3,23735119#4,23735206#0,23735206#2,23735206#3,204975787#0,204975787#1,204975789#0,204975789#1,204975789#2,550891105#0,550891105#1,550891105#2,550900603,60633909#0,60633909#1,60633909#2,60633909#3,60633909#4,206771853,60639744#1,60639747#0,60639747#1,60639747#2,60994105#0,60994105#1,60994105#2,60994105#3,60994105#4,60994105#5,60994206#0,-60994127,60994185#1,150130914#0,150130914#1,150130914#2,150130914#3,-150130914#3,-150130914#2,-150130914#1",7.313572258015136,68.0,4248.192356389161,10.334264705882353,0.0,0.0,0.45486312244553284,0.0,0.14531754765421767,0.0,0.2367660297832859,5.0
-48796850,-150130914#1,"-48796850,1172615517,48796737#1,48796737#2,48796737#3,48796737#4,700001024#0,700001024#1,560544708#3,684907504#0,48796648#0,48796652,-48796646#0,-1152783642#0,48796681,48796682,48796667#0,48796667#1,-48796669,48796663#2,48796663#3,23735096#3,23735096#4,-23735103,382329292#0,382329292#1,23735119#0,23735119#2,23735119#3,23735119#4,23735206#0,23735206#2,23735206#3,23735206#4,23735206#5,550900606#0,427268450#1,427268450#2,23735200#0,23735200#1,550900603,60633909#0,60633909#1,60633909#2,60633909#3,60633909#4,206771853,60639744#1,60639747#0,60639747#1,60639747#2,60994105#0,60994105#1,60994105#2,60994105#3,60994105#4,60994105#5,60994206#0,-60994127,60994185#1,150130914#0,150130914#1,150130914#2,150130914#3,-150130914#3,-150130914#2,-150130914#1",6.654739691239185,67.0,4237.612234348859,11.275820895522386,0.0,0.0,0.5238253211386515,0.0,0.1456803645670812,0.0,0.23735716775239976,5.0
-48796850,-150130914#1,"-48796850,1172615517,48796737#1,48796737#2,48796737#3,48796737#4,700001024#0,700001024#1,560544708#3,684907504#0,48796648#0,48796652,-48796646#0,-1152783642#0,-1152783643#1,1152783643#1,48796681,48796682,48796667#0,48796667#1,-48796669,48796663#2,48796663#3,23735096#3,23735096#4,-23735103,382329292#0,382329292#1,23735119#0,23735119#2,23735119#3,23735119#4,23735206#0,23735206#2,23735206#3,23735206#4,23735206#5,550900606#0,427268450#1,427268450#2,23735200#0,23735200#1,550900603,60633909#0,60633909#1,60633909#2,60633909#3,60633909#4,206771853,60639744#1,60639747#0,60639747#1,60639747#2,60994105#0,60994105#1,60994105#2,60994105#3,60994105#4,60994105#5,60994206#0,-60994127,60994185#1,150130914#0,150130914#1,150130914#2,150130914#3,-150130914#3,-150130914#2,-150130914#1",6.6552196528422565,69.0,4237.612234348859,11.35159420289855,0.0,0.0,0.5238253211386515,0.0,0.1456803645670812,0.0,0.23735716775239976,5.0
-60994194#2,-1172615521,"-60994194#2,-60994194#1,-60994194#0,60994194#0,60994194#1,60994194#2,60994226#10,-550891041#2,-550891041#1,-550891041#0,-60994221#2,-60994221#1,-60994221#0,-60994107#3,-60994107#2,-60994107#1,-60994107#0,-551022155#1,-551022155#0,-550891100,-60639740,-60639747#1,-60639747#0,60639744#2,60639744#3,-60639742,-539694562#2,-539694562#1,-539694562#0,-60639750#1,-60639750#0,571466840#0,571466840#1,60633919#0,23793019#2,23793019#3,23793033#0,550900607#1,550900607#2,23735202#2,23735202#3,23735202#4,382329293#2,23735209,23735104,23735095#0,23735095#2,-48796663#2,-48796663#1,682761373#0,682761373#1,682761374#0,682761374#1,682761374#2,48796670#0,48796670#1,48796670#2,48796670#3,48796670#4,48796670#5,682761371,-48796682,-48796683,1152783642#0,1152783642#1,48796646#1,48796646#2,48796646#3,48796738#0,-560544708#3,-560544708#2,-700001024#0,-599926487#1,-599926487#0,-599926488#2,-599926488#1,-599926488#0,-1005516406#0,-48796642#0,48796739#0,48796739#1,48796739#2,48796739#3,1172615521,-1172615521",6.383242308988948,85.0,4066.0752982955078,11.240705882352943,0.0,0.0,0.2794963796669794,0.00733736718139198,0.035986833368529085,0.0,0.17842215366559866,5.0
-60994194#2,-1172615521,"-60994194#2,-60994194#1,-60994194#0,60994194#0,60994194#1,60994194#2,60994226#10,-550891041#2,550891041#2,-550891041#2,-550891041#1,-550891041#0,-60994221#2,-60994221#1,-60994221#0,-60994107#3,-60994107#2,-60994107#1,-60994107#0,-551022155#1,-551022155#0,-550891100,-60639740,-60639747#1,-60639747#0,60639744#2,60639744#3,-60639742,-539694562#2,-539694562#1,-539694562#0,-60639750#1,-60639750#0,571466840#0,571466840#1,60633919#0,23793019#2,23793019#3,23793033#0,550900607#1,550900607#2,23735202#2,23735202#3,23735202#4,382329293#2,23735209,23735104,23735095#0,23735095#2,-48796663#2,-48796663#1,682761373#0,682761373#1,682761374#0,682761374#1,682761374#2,48796670#0,48796670#1,48796670#2,48796670#3,48796670#4,48796670#5,682761371,-48796682,-48796683,1152783642#0,1152783642#1,48796646#1,48796646#2,48796646#3,48796738#0,-560544708#3,-560544708#2,-700001024#0,-599926487#1,-599926487#0,-599926488#2,-599926488#1,-599926488#0,-1005516406#0,-48796642#0,48796739#0,48796739#1,48796739#2,48796739#3,1172615521,-1172615521",6.55467088041752,87.0,4066.0752982955078,11.20686046511628,0.0,0.0,0.2794963796669794,0.00733736718139198,0.035986833368529085,0.0,0.17842215366559866,5.0
-60994194#2,-1172615521,"-60994194#2,-60994194#1,-60994194#0,60994194#0,60994194#1,60994194#2,60994226#10,-550891041#2,-550891041#1,-550891041#0,-60994221#2,-60994221#1,-60994221#0,-60994107#3,-60994107#2,-60994107#1,-60994107#0,-551022155#1,-551022155#0,-550891100,-60639740,-60639747#1,-60639747#0,60639744#2,60639744#3,-60639742,-539694562#2,-539694562#1,-539694562#0,-60639750#1,-60639750#0,571466840#0,571466840#1,60633919#0,23793019#2,23793019#3,23793033#0,550900607#1,550900607#2,23735202#2,23735202#3,23735202#4,382329293#2,23735209,23735104,23735095#0,23735095#2,-48796663#2,-48796663#1,682761373#0,682761373#1,682761374#0,682761374#1,48796679#0,48796679#1,48796679#2,682761372#1,48796670#3,48796670#4,48796670#5,682761371,-48796682,-48796683,1152783642#0,1152783642#1,48796646#1,48796646#2,48796646#3,48796738#0,-560544708#3,-560544708#2,-700001024#0,-599926487#1,-599926487#0,-599926488#2,-599926488#1,-599926488#0,-1005516406#0,-48796642#0,48796739#0,48796739#1,48796739#2,48796739#3,1172615521,-1172615521",6.392385966451935,85.0,4067.739393493538,11.240705882352943,0.0,0.0,0.279382038865301,0.007334365495120664,0.026488917673851354,0.0,0.17834916190766745,5.0
60639034#2,-60639038#0,"60639034#2,-60639038#1,-60639038#0",0.7015606242496998,3.0,490.7282967067003,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.3464111318018631,0.0
-60639038#0,60639034#2,"-60639038#0,-60639051#1,60639051#1,60639051#2,60639038#1,1162140276,-60639041#1,23793058#5,23793058#6,23793058#7,23793058#8,23793058#9,23793058#10,60639034#1,60639034#2",2.6233286547160266,15.0,1731.3980490839924,10.554000000000002,0.0,0.0,0.0,0.2186819386129718,0.0,0.0,0.534607264825351,0.0
-60639038#0,60639034#2,"-60639038#0,-60639051#1,60639051#1,60639051#2,60639038#1,1162140276,-60639041#1,60639041#1,-60639041#1,23793058#5,23793058#6,23793058#7,23793058#8,23793058#9,23793058#10,60639034#1,60639034#2",3.2026003633995006,17.0,1889.4341971117738,10.415,0.0,0.0,0.0,0.20039093314981762,0.0,0.0,0.5735336668665244,0.0
-213766686#0,-1162140273#0,"-213766686#0,-550891046#7,-550891046#6,-550891046#5,-550891046#4,-550891046#3,495972837#0,-60994231#1,-60994231#0,-550891041#1,-550891041#0,-60994221#2,-60994221#1,-60994221#0,-60994107#3,-60994107#2,-60994107#1,-60994107#0,551022152,924949552,60639045#1,60639045#2,60639045#3,60639045#4,60639045#5,60639045#6,60639045#7,60639045#8,675012983#0,675012983#1,675012983#2,675012983#3,-1162140273#0",3.200767852137256,33.0,2048.5043048185557,10.857272727272726,0.0,0.0,0.0,0.0,0.0,0.0,0.3334025345298293,0.0
-213766686#0,-1162140273#0,"-213766686#0,-550891046#7,-550891046#6,-550891046#5,-550891046#4,-550891046#3,495972837#0,-60994231#1,-60994231#0,-550891041#1,-550891041#0,-60994141,-60994204#2,-60994204#1,-60994204#0,-60994107#3,-60994107#2,-60994107#1,-60994107#0,551022152,924949552,60639045#1,60639045#2,60639045#3,60639045#4,60639045#5,60639045#6,60639045#7,60639045#8,675012983#0,675012983#1,675012983#2,675012983#3,-1162140273#0",3.467914710880753,34.0,2170.841476329169,10.782941176470587,0.0,0.0,0.0,0.0,0.0,0.0,0.4185513812761659,0.0
-213766686#0,-1162140273#0,"-213766686#0,-550891046#7,60994187,-60994134#0,60994209#4,-550891046#4,-550891046#3,495972837#0,-60994231#1,-60994231#0,-550891041#1,-550891041#0,-60994141,-60994204#2,-60994204#1,60994175#0,60994175#1,-60994107#2,-60994107#1,-60994107#0,551022152,924949552,60639045#1,60639045#2,60639045#3,60639045#4,60639045#5,60639045#6,60639045#7,60639045#8,675012983#0,675012983#1,675012983#2,675012983#3,-1162140273#0",3.735101470393773,35.0,2234.533798635632,10.871714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.48956535860119166,0.0
60639750#2,60681237#1,"60639750#2,539694554#2,-539694555#1,-539694555#0,60639744#4,60639744#1,60639747#0,60639747#1,60639747#2,60994105#0,60994105#1,60994105#2,60994105#3,60994105#4,60994105#5,60994206#0,-60994127,60994185#1,150130914#0,150130914#1,150130914#2,150130914#3,-60994165#5,-60994165#4,-60994165#3,-60994165#2,-60994165#1,-60994165#0,-868819343,1115538235#0,1115538235#1,60681230#0,60681230#1,60681230#2,60681230#3,60681230#4,60681230#5,60681230#6,60681230#7,144915723#4,144915723#5,144915723#6,60994148#0,60994148#1,60994148#2,60994148#3,60994148#4,1157076172#4,1157076172#5,1157076172#6,23735168#0,23735168#1,23735168#2,23735168#3,23735168#4,1164554899#0,1164554899#1,1164554899#2,23735159#2,23735159#3,23735159#4,23735158#0,23735158#1,23735158#2,-60681222#5,-60681222#4,-60681222#3,60681237#0,60681237#1",4.474064341359294,69.0,2677.5009113018864,10.747391304347827,0.0,0.0,0.48609059056779635,0.0,0.0,0.0,0.42436795718750137,0.0
60639750#2,60681237#1,"60639750#2,539694554#2,-539694555#1,-539694562#2,539694562#2,-539694555#0,60639744#4,60639744#1,60639747#0,60639747#1,60639747#2,60994105#0,60994105#1,60994105#2,60994105#3,60994105#4,60994105#5,60994206#0,-60994127,60994185#1,150130914#0,150130914#1,150130914#2,150130914#3,-60994165#5,-60994165#4,-60994165#3,-60994165#2,-60994165#1,-60994165#0,-868819343,1115538235#0,1115538235#1,60681230#0,60681230#1,60681230#2,60681230#3,60681230#4,60681230#5,60681230#6,60681230#7,144915723#4,144915723#5,144915723#6,60994148#0,60994148#1,60994148#2,60994148#3,60994148#4,1157076172#4,1157076172#5,1157076172#6,23735168#0,23735168#1,23735168#2,23735168#3,23735168#4,1164554899#0,1164554899#1,1164554899#2,23735159#2,23735159#3,23735159#4,23735158#0,23735158#1,23735158#2,-60681222#5,-60681222#4,-60681222#3,60681237#0,60681237#1",4.711259219310476,71.0,2838.5146442546347,10.679295774647885,0.0,0.0,0.4585172748200881,0.0,0.0,0.0,0.4286581578981904,0.0
60639750#2,60681237#1,"60639750#2,539694554#2,-539694555#1,-539694555#0,60639744#4,60639744#1,60639747#0,60639747#1,60639747#2,60994105#0,60994105#1,60994105#2,60994105#3,60994105#4,60994105#5,60994206#0,-60994127,60994127,-60994127,60994185#1,150130914#0,150130914#1,150130914#2,150130914#3,-60994165#5,-60994165#4,-60994165#3,-60994165#2,-60994165#1,-60994165#0,-868819343,1115538235#0,1115538235#1,60681230#0,60681230#1,60681230#2,60681230#3,60681230#4,60681230#5,60681230#6,60681230#7,144915723#4,144915723#5,144915723#6,60994148#0,60994148#1,60994148#2,60994148#3,60994148#4,1157076172#4,1157076172#5,1157076172#6,23735168#0,23735168#1,23735168#2,23735168#3,23735168#4,1164554899#0,1164554899#1,1164554899#2,23735159#2,23735159#3,23735159#4,23735158#0,23735158#1,23735158#2,-60681222#5,-60681222#4,-60681222#3,60681237#0,60681237#1",6.039190391779463,71.0,3082.203642094481,10.712857142857143,0.0,0.0,0.42226541473298634,0.0,0.0,0.0,0.49995019856712425,0.0
36837549,-48796763#3,"36837549,-36837548#1,-36837552#0,-1313271519,36837434#3,36890493#0,36890493#1,-438200090#1,-438200090#0,36890490,-560656078,-59190683#1,-59190683#0,-36837428#0,-1047497682#1,23734986#1,23734986#2,23734968#4,23734968#0,23734999,30894016,30894015,640702027,1316233553,694483656-AddedOnRampEdge,694483656,560656083#1,560656083#2-AddedOnRampEdge,560656083#2,23735155#0,23735155#1,23735155#2,23735155#3,23735155#4,23735159#0,1157076157#0,1157076157#1,1164554901#1,1164554865,23735160#0,23735160#1,23735160#2,23735160#3,23735160#4,23735160#5,1157076172#0,1157076172#1,1157076172#2,144915713#0,144915713#1,144915713#2,144915713#3,144915713#4,144915713#5,144915723#8,144915723#1,144915723#2,60994109#0,60994109#1,60994109#2,60994109#3,60994109#4,60994109#5,60994109#6,60994109#7,60994109#8,60994109#9,60994109#10,1115538238,868819341#0,868819341#1,1164554893#5,1164554893#0,60681227#0,60681227#1,60681227#2,60681227#3,60681227#4,60681227#5,60681227#6,49223867#0,49223867#1,752298269#0,752298269#1,1164554869#0,1164554869#1,27777441#1,27777441#2,694483655,652870343,924947814,179466461#0,179466461#1,179466461#2,179466461#3,179466461#4,23735198#0,23735198#2,23735198#3,1157291953#0,550900607#0,550900607#1,550900607#2,23735202#2,23735202#3,23735202#4,382329293#2,23735209,23735104,23735095#0,23735095#2,23735095#3,23735095#4,23735091,988736350,988822530,1152783649,652870334#0,-48796674#1,-1152783648,-988736348,1152783652#0,1152783652#1,1152783641#0,1152783641#1,48796655#0,48796655#1,560029877#0,560029877#1,48796693#5,48796693#6,48796693#7,48796693#8,1240772292,48796691#0,48796691#1,48796691#2,48796691#3,48796691#4,48796691#5,48796691#6,42988031,331910921#0,331910921#1,331910923,1172615528#0,1172615528#1,331910925#0,331910925#1,268040618#0,268040619#0,48796763#0,48796763#1,48796763#2,48796763#3,-48796763#3",9.052584946853118,156.0,6438.256977088433,13.443525641025644,0.0,0.0,0.5726078718406895,0.0162867003382478,0.0,0.0,0.276092120631864,9.0
36837549,-48796763#3,"36837549,-36837549,36837434#1,36837434#2,36837434#3,36890493#0,36890493#1,-438200090#1,-438200090#0,36890490,-560656078,-59190683#1,-59190683#0,-36837428#0,-1047497682#1,23734986#1,23734986#2,23734968#4,23734968#0,23734999,30894016,30894015,640702027,1316233553,694483656-AddedOnRampEdge,694483656,560656083#1,560656083#2-AddedOnRampEdge,560656083#2,23735155#0,23735155#1,23735155#2,23735155#3,23735155#4,23735159#0,1157076157#0,1157076157#1,1164554901#1,1164554865,23735160#0,23735160#1,23735160#2,23735160#3,23735160#4,23735160#5,1157076172#0,1157076172#1,1157076172#2,144915713#0,144915713#1,144915713#2,144915713#3,144915713#4,144915713#5,144915723#8,144915723#1,144915723#2,60994109#0,60994109#1,60994109#2,60994109#3,60994109#4,60994109#5,60994109#6,60994109#7,60994109#8,60994109#9,60994109#10,1115538238,868819341#0,868819341#1,1164554893#5,1164554893#0,60681227#0,60681227#1,60681227#2,60681227#3,60681227#4,60681227#5,60681227#6,49223867#0,49223867#1,752298269#0,752298269#1,1164554869#0,1164554869#1,27777441#1,27777441#2,694483655,652870343,924947814,179466461#0,179466461#1,179466461#2,179466461#3,179466461#4,23735198#0,23735198#2,23735198#3,1157291953#0,550900607#0,550900607#1,550900607#2,23735202#2,23735202#3,23735202#4,382329293#2,23735209,23735104,23735095#0,23735095#2,23735095#3,23735095#4,23735091,988736350,988822530,1152783649,652870334#0,652870334#2,652870334#3,1152783645#0,1152783645#1,-1152783655,48796650#0,48796650#1,560544697#0,560544696#0,560544696#1,560544696#2,48796685#0,560544695,-182967189#1,-182967189#0,48796686,-48796686,182967189#0,182967189#1,48796692,48796691#4,48796691#5,48796691#6,42988031,331910921#0,331910921#1,331910923,1172615528#0,1172615528#1,331910925#0,331910925#1,268040618#0,268040619#0,48796763#0,48796763#1,48796763#2,48796763#3,-48796763#3",9.773166239125246,156.0,7113.85181768517,13.799935897435898,0.0,0.0,0.553026790195557,0.014739969959142748,0.0,0.0,0.31608842667871817,10.0
