origins,destinations,n_routes,n_clusters,clusters,n_zero_fft_routes,free_flow_time_min,free_flow_time_max,free_flow_time_spread,total_length_min,total_length_max,total_length_spread,max_pairwise_overlap
315358244,24634510#1,4,4,"0,1,2,3",0,2.221100121424851,3.5370690864046512,1.3159689649798003,2222.8244003636014,2743.8510051212934,521.026604757692,0.5384615384615384
24599188#0.94,201201950#1,4,4,"0,1,2,3",0,1.3669391874820482,2.680927561809461,1.3139883743274126,1241.5704163578705,1956.8419743999768,715.2715580421063,0.5625
201238724,32978638#0,4,4,"0,1,2,3",0,1.437050284476642,2.748842877683831,1.3117925932071892,1358.6068053547335,2049.730774056095,691.1239687013615,0.5714285714285714
24599188#0.94,201238729#3,4,4,"0,1,2,3",0,2.3924611457253886,3.700370356926068,1.3079092112006796,2471.7365946708624,3371.115209086931,899.3786144160686,0.7083333333333334
315358242#0,306240162#0,4,4,"0,1,2,3",0,2.6192974213453035,3.9217065129754367,1.3024090916301332,2427.8244228046187,3616.7530728448096,1188.9286500401909,0.45161290322580644
24634417,386687235,4,4,"0,1,2,3",0,0.533956952111298,1.8327220016876444,1.2987650495763465,515.8286092345058,1391.3229773012283,875.4943680667225,0.2777777777777778
-24634417,386687235,4,4,"0,1,2,3",0,0.533956952111298,1.8327220016876444,1.2987650495763465,515.8286092345058,1372.5248129010697,856.6962036665639,0.5625
-32978638#0,-160314346#0,4,4,"0,1,2,3",0,1.0737479585066567,2.35870738504185,1.2849594265351931,1076.517232718042,1786.040300218086,709.5230675000441,0.45
266565295#5,-25149001#4,4,4,"0,1,2,3",0,1.6527976345325743,2.922211188291011,1.2694135537584368,1731.2409613240875,2961.737304737112,1230.4963434130245,0.7777777777777778
-399835085#0,201238729#3,3,3,"1,2,3",0,0.8097515780477782,2.073416796524225,1.263665218476447,1445.6919485463038,2191.622635608708,745.9306870624043,0.625
-24634413#2,32978638#0,4,4,"0,1,2,3",0,1.063487684490643,2.3266668078318444,1.2631791233412015,895.4943271101879,1642.9017594762388,747.4074323660509,0.4090909090909091
25190140#1,-128361102#1,4,4,"0,1,2,3",0,2.067984602048162,3.305111979997182,1.2371273779490202,1800.937068219326,2777.479451269511,976.5423830501852,0.625
128361109#1,-26677213#5,4,4,"0,1,2,3",0,1.9235282449913005,3.160382079397633,1.2368538344063327,1968.040288925189,3100.727047277022,1132.6867583518329,0.36
-25117391#1,-266565295#5,4,4,"0,1,2,3",0,2.319789485268549,3.55220786658796,1.2324183813194112,2185.671286635563,2951.586757560638,765.9154709250752,0.47058823529411764
-54169231#0,306240162#0,4,4,"0,1,2,3",0,1.7072033047880677,2.938394513451573,1.2311912086635053,1910.936814651684,2771.448631947292,860.5118172956081,0.34615384615384615
-160314345#5,-24634505,4,4,"0,1,2,3",0,1.497557151010152,2.721406532375369,1.2238493813652171,1171.090811588733,2010.107887513096,839.0170759243631,0.3157894736842105
-201950263#6,-266565295#5,4,4,"0,1,2,3",0,2.4304206347765893,3.6462389851548975,1.2158183503783082,2436.870912993051,2910.7657130118064,473.8948000187552,0.59375
315358244,-24634413#2,4,4,"0,1,2,3",0,3.0488114507369937,4.262095814158387,1.2132843634213937,2507.328176568255,2906.6034633683967,399.27528680014166,0.7037037037037037
266565295#5,201238729#3,4,4,"0,1,2,3",0,2.525497960163187,3.7355487479369,1.2100507877737132,2774.888847962692,3428.775456938198,653.8866089755061,0.6333333333333333
266565295#5,22716549#0,4,4,"0,1,2,3",0,0.7889488840892728,1.990928639274284,1.201979755185011,1077.277039114334,1839.9516307626384,762.6745916483044,0.42857142857142855
-26677542#0,447569997#1,4,4,"0,1,2,3",0,1.1186731856169394,2.308737130561368,1.1900639449444288,914.6078645842354,1792.82494797346,878.2170833892246,0.4666666666666667
-306240162#1,402600768#1,4,4,"0,1,2,3",0,2.961181806612238,4.149520285303329,1.188338478691091,2661.772943953559,3086.596386309253,424.8234423556937,0.5588235294117647
-32978638#0,201238729#3,4,4,"0,1,2,3",0,2.3804055675545954,3.5616382982278583,1.1812327306732628,2637.347277386628,3601.360458189645,964.0131808030173,0.5
-24634510#5,272042145,4,4,"0,1,2,3",0,1.19120470362371,2.346068895520772,1.1548641918970621,1383.91950053336,2021.3323896549136,637.4128891215537,0.5384615384615384
-160314345#2,386687235,4,4,"0,1,2,3",0,0.8896093498594542,2.0437845404540504,1.1541751905945963,792.6171308980644,1504.3777526719543,711.76062177389,0.26666666666666666
272042143,399835085#1,4,4,"0,1,2,3",0,1.678082377659487,2.827070569048353,1.1489881913888658,1791.748209330383,2660.53342174669,868.7852124163069,0.6
272042143,224892361#3,4,4,"0,1,2,3",0,1.8582696822598028,3.0072578736486686,1.1489881913888658,2114.6984958416265,2606.7714102719324,492.0729144303059,0.5789473684210527
-32978638#0,28319300#3,4,4,"0,1,2,3",0,3.011566181548213,4.160246287139766,1.148680105591553,2350.9167171102613,3295.556040815052,944.6393237047905,0.5384615384615384
315358242#3,306240162#0,4,4,"0,1,2,3",0,2.263962616437019,3.4033528166527898,1.1393902002157708,2522.315766237657,3383.677759950451,861.3619937127942,0.76
-201089423#1,32978638#0,4,4,"0,1,2,3",0,0.5846772258219342,1.7196476574791184,1.1349704316571843,636.0001292358253,1476.1971435902656,840.1970143544403,0.55
266565295#5,-25187893,4,4,"0,1,2,3",0,1.86886249100072,2.993647639041218,1.1247851480404978,1965.9522393660293,2837.657112223296,871.7048728572665,0.5945945945945946
315358244,26677541,4,4,"0,1,2,3",0,1.316478820060533,2.4307271111696336,1.1142482911091005,939.8857874022834,2047.063908566413,1107.1781211641296,0.5333333333333333
266565295#5,24634510#1,4,4,"0,1,2,3",0,1.5759031762453002,2.687987938155824,1.1120847619105236,1725.2561381976593,2394.1922597828,668.9361215851409,0.56
315358244,-201238718#0,4,4,"0,1,2,3",0,1.700950992347983,2.799980773757779,1.0990297814097958,1760.85810727447,2279.1499359703544,518.2918286958843,0.27586206896551724
-32978638#0,26677214#3,4,4,"0,1,2,3",0,2.0322020384827795,3.12940109088992,1.0971990524071407,1891.8687814012053,2482.913890722538,591.0451093213326,0.3793103448275862
-18809673#6,-83304175#2,4,4,"0,1,2,3",0,2.19387693162218,3.283545758116061,1.0896688264938814,2159.7813530599296,3234.8328182457863,1075.0514651858566,0.6521739130434783
-32978638#0,24634414#2,4,4,"0,1,2,3",0,1.2587874746730945,2.3483860498843163,1.0895985752112218,1204.1167461237403,1995.5647821445173,791.448036020777,0.6666666666666666
54169231#1,386687235,4,4,"0,1,2,3",0,1.7490031577785905,2.834145782142951,1.0851426243643607,1446.8692705672215,2240.693882493591,793.8246119263695,0.6842105263157895
201950247#3,32978638#0,4,4,"0,1,2,3",0,2.184812413086185,3.265009531530396,1.0801971184442114,1702.9043339103414,2628.361443781802,925.4571098714605,0.7083333333333334
-136728347#4,-128361102#1,4,4,"0,1,2,3",0,1.7738863435943133,2.8454081992768305,1.0715218556825172,1624.1229231110103,2619.972275972955,995.8493528619445,0.5
-24634517#16,-128361102#1,4,4,"0,1,2,3",0,1.6549278602729791,2.724313378554165,1.0693855182811858,1295.825671661309,1643.0705319706906,347.2448603093817,0.6666666666666666
-201201945#0,-266565295#5,4,4,"0,1,2,3",0,1.6898182887265778,2.737530130842834,1.0477118421162561,1501.9222977160018,2342.1532344881616,840.2309367721598,0.6086956521739131
266565295#5,-201238724,4,4,"0,1,2,3",0,1.6054150817994586,2.6512181258392484,1.0458030440397899,1526.5515749665333,2246.1893554421367,719.6377804756034,0.6818181818181818
272042143,201238729#3,4,4,"0,1,2,3",0,1.9950743940484763,3.036177667611321,1.0411032735628445,2356.2160700161303,2825.7067453613045,469.49067534517417,0.7272727272727273
315358244,-201238718#1,4,4,"0,1,2,3",0,1.707205233015924,2.7472689907004235,1.0400637576844995,1553.209201406479,2070.3324392066347,517.1232378001557,0.47619047619047616
315358244,24634506#2,4,4,"0,1,2,3",0,2.189052543574417,3.229116301258916,1.040063757684499,1996.9093712910808,2543.6560916743942,546.7467203833135,0.6153846153846154
22716069#0,24634517#13,4,4,"0,1,2,3",0,1.2723302135829135,2.3087465799854856,1.036416366402572,1342.438857506393,2378.911092540603,1036.47223503421,0.75
315358242#1,32978638#0,4,4,"0,1,2,3",0,1.4336082453139642,2.4671994067605447,1.0335911614465805,1291.366735049762,2050.4161996630155,759.0494646132536,0.48148148148148145
-201201945#6,386687235,4,4,"0,1,2,3",0,1.5897149356502858,2.6115924987705665,1.0218775631202808,1447.1249308826586,1940.2262175860355,493.1012867033769,0.6666666666666666
26676668,272042145,4,4,"0,1,2,3",0,1.7592037102818088,2.7670828878707705,1.0078791775889617,1624.101813492598,2179.2319071455804,555.1300936529824,0.5882352941176471
-447569998#1,40888356#0,4,4,"0,1,2,3",0,2.3167325389479045,3.316844966928456,1.0001124279805516,1835.6702914553105,2431.284126828561,595.6138353732506,0.27586206896551724
-24634411,201238729#3,4,4,"0,1,2,3",0,1.9548368807566217,2.946315380003693,0.9914784992470715,1996.7576396072448,2930.779183385388,934.0215437781433,0.6
176550249#3,201238729#3,4,4,"0,1,2,3",0,1.886663066954644,2.867910283129257,0.9812472161746131,2192.860501874029,2876.3068830983457,683.4463812243166,0.5
28319300#3,32978638#0,4,4,"0,1,2,3",0,2.656027767478481,3.634185380415665,0.9781576129371841,2260.0003821117234,2939.106589920326,679.1062078086024,0.8461538461538461
-32978638#0,201201953#12,4,4,"0,1,2,3",0,2.320194384449244,3.2889301148825263,0.9687357304332824,2189.9710302515755,2869.0772380601784,679.1062078086029,0.625
168702040#1,-25145014#0,4,4,"0,1,2,3",0,1.2975401967842572,2.2611210358873564,0.9635808391030991,1456.1372705127706,2361.415815098258,905.2785445854875,0.7391304347826086
128361109#1,386687235,4,4,"0,1,2,3",0,2.7918854942985107,3.754714974542732,0.9628294802442214,2476.388655981637,3150.477072868865,674.088416887228,0.6818181818181818
-201950263#6,272042145,4,4,"0,1,2,3",0,2.3739682338018,3.324096506853281,0.9501282730514808,2127.5449263987084,2411.256768627154,283.7118422284457,0.43478260869565216
-54169231#2,386687235,4,4,"0,1,2,3",0,1.9241330801579093,2.8721792532707826,0.9480461731128733,1493.4946768042687,2006.7997367623548,513.3050599580861,0.55
10425609#0,-393420106#1,4,4,"0,1,2,3",0,2.771099065976282,3.715983479774639,0.944884413798357,2759.0700085710264,3313.9440151773274,554.874006606301,0.45161290322580644
-24634509#7,201238729#3,4,4,"0,1,2,3",0,1.956385347515536,2.8998220598534594,0.9434367123379235,2188.058462176186,2955.104873650673,767.0464114744873,0.7
266565295#5,306240162#0,4,4,"0,1,2,3",0,2.9090326463145093,3.85074681218244,0.9417141658679307,3054.84033724454,3716.646217026429,661.805879781889,0.6666666666666666
24599188#0.94,-24634507,3,3,"0,2,3",0,1.100301747768942,2.041151608231486,0.9408498604625437,871.6070936135236,1719.8943369396238,848.2872433261002,0.5263157894736842
24634510#1,272042145,4,4,"0,1,2,3",0,1.4136669066474683,2.346068895520772,0.9324019888733037,1524.8740054074397,2021.3323896549136,496.458384247474,0.46153846153846156
272042143,24634414#1,4,4,"0,1,2,3",0,1.050407967362611,1.9828099562359145,0.9324019888733035,1216.497680279972,1672.8840947386295,456.38641445865755,0.5
53396619#4,386687235,4,4,"0,1,2,3",0,1.3469472742300663,2.279349263103369,0.9324019888733028,1233.251207297748,1689.6376217564057,456.3864144586578,0.6111111111111112
176550249#4,386687235,4,4,"0,1,2,3",0,1.4777386260479717,2.4101406149212745,0.9324019888733028,1266.406828276712,1722.7932427353694,456.3864144586573,0.5384615384615384
176550249#1,386687235,4,4,"0,1,2,3",0,2.105934713698294,3.033862717153096,0.9279280034548019,1823.14098194376,2262.920245794719,439.77926385095907,0.6470588235294118
128361109#1,40888354#0,3,3,"0,2,3",0,3.4960440475686307,4.4230087011667365,0.9269646535981058,2835.2991720757364,4125.324925914537,1290.0257538388005,0.18604651162790697
266565295#5,-201201945#0,4,4,"0,1,2,3",0,2.382947462642365,3.296333681060617,0.913386218418252,2039.6030268105624,2914.366549622353,874.7635228117906,0.3888888888888889
-306240162#1,272042145,4,4,"0,1,2,3",0,2.8118421139317102,3.7093520898443217,0.8975099759126115,2713.334903187569,3236.546118985906,523.211215798337,0.75
315358244,-160314345#0,4,4,"0,1,2,3",0,2.425394045307108,3.320671353805493,0.8952773084983847,1905.92228645127,2423.0455242514263,517.1232378001562,0.6666666666666666
24634416,32978638#0,2,2,"2,3",0,0.5103911687065034,1.4011332970913348,0.8907421283848315,547.0614604267613,1153.1665747971483,606.105114370387,0.3
266565295#5,24608845,4,4,"0,1,2,3",0,1.596616270698344,2.485405292426546,0.8887890217282022,1489.6330298860366,2120.7780250767714,631.1449951907348,0.56
-447569998#1,-26677539,2,2,"0,2",0,0.9287942102687006,1.814003225480257,0.8852090152115564,728.8426551256465,1492.8032088032692,763.9605536776227,0.047619047619047616
-26677216#0,386687235,4,4,"0,1,2,3",0,1.6366831685878096,2.49401697323998,0.8573338046521704,1388.8281998481189,1759.0097822910077,370.18158244288884,0.631578947368421
-201950247#0,201238729#3,4,4,"0,1,2,3",0,2.849706492489956,3.706668650181455,0.8569621576914992,2844.1135283676576,3220.3688497734515,376.2553214057939,0.4166666666666667
22879845,-128361102#1,4,4,"0,1,2,3",0,2.061751165549013,2.914987103552724,0.8532359380037113,1917.860637901116,2459.16365526458,541.303017363464,0.45454545454545453
-160314345#5,306240162#0,4,4,"0,1,2,3",0,2.701420919118231,3.55100631123044,0.8495853921122092,2685.6358969918747,3135.4885757327847,449.85267874091005,0.7692307692307693
24634411,32978638#0,4,4,"0,1,2,3",0,1.501825121697347,2.3418203422477704,0.8399952205504233,1108.645979847798,1584.858321634153,476.2123417863552,0.5263157894736842
26677214#0,32978638#0,4,4,"0,1,2,3",0,2.2336829188118736,3.0669682415802897,0.833285322768416,1792.0904667234342,2231.869730574393,439.77926385095884,0.76
-22690206#1,-128361102#1,4,4,"0,1,2,3",0,2.2297737237443576,3.0575174237805007,0.8277437000361432,2053.943426493492,2389.781675221627,335.8382487281351,0.21428571428571427
24599188#0.94,399835085#1,4,4,"0,1,2,3",0,2.4747700952231138,3.29895338985126,0.8241832946281464,2328.02805749084,2851.0065570472543,522.9784995564141,0.7142857142857143
23436553#4,-128361102#1,4,4,"0,1,2,3",0,1.8574295953082456,2.678287081571289,0.8208574862630433,1883.092077259285,2395.68934873786,512.5972714785753,0.43478260869565216
-447569998#1,32978638#0,4,4,"0,1,2,3",0,2.066684946116676,2.8863980149295143,0.8197130688128382,1743.9857979725116,2473.4240914401903,729.4382934676787,0.7586206896551724
201238726#0.117,386687235,4,4,"0,1,2,3",0,2.274575454837273,3.0917155146048803,0.8171400597676071,1989.1823442761129,2387.883224672079,398.7008803959661,0.4782608695652174
-201238718#1,-266565295#5,4,4,"0,1,2,3",0,1.401281477313748,2.206607336959262,0.8053258596455137,1306.9733527260253,2031.4315243862443,724.458171660219,0.6666666666666666
201201945#3,32978638#0,4,4,"0,1,2,3",0,2.073188152150709,2.875033065782108,0.801844913631399,1718.5253138605462,2715.5036761955344,996.9783623349881,0.5
-447569998#1,-201950247#3,3,3,"0,2,3",0,1.882735786899353,2.6782493270886465,0.7955135401892934,1128.37733522719,1682.0103604879855,553.6330252607954,0.6190476190476191
-24634506#0,386687235,4,4,"0,1,2,3",0,1.0644678893875763,1.8320842663919417,0.7676163770043654,911.6348487425598,1416.8483629261605,505.21351418360064,0.5384615384615384
266565295#5,28111977#9,4,4,"0,1,2,3",0,1.7978281737461002,2.54655627549796,0.7487281017518597,1894.7946893234607,2576.089766526771,681.2950772033105,0.7931034482758621
10425609#0,-201963522#3,4,4,"0,1,2,3",0,2.1852499531129945,2.9253211291716106,0.740071176058616,1953.6869881434368,2471.6381616690346,517.9511735255978,0.5384615384615384
-306240162#1,386687235,4,4,"0,1,2,3",0,2.954521518306852,3.6899194067638894,0.7353978884570376,2674.192003107031,3177.872444811824,503.68044170479334,0.6551724137931034
266565295#5,-26677542#1,4,4,"0,1,2,3",0,2.247030720135426,2.9755626224571903,0.7285319023217642,1850.946255877212,2160.499401564394,309.55314568718177,0.6296296296296297
10425609#0,306240162#0,4,4,"0,1,2,3",0,3.080660478404295,3.802436527186378,0.721776048782083,2626.9246285008526,2939.6800261913586,312.755397690506,0.7857142857142857
201950247#7,201238729#3,4,4,"0,1,2,3",0,2.1299694103703395,2.8484319789830974,0.7184625686127579,2271.383999817623,2930.7944523413416,659.4104525237185,0.7
-306240162#1,447569997#1,4,4,"0,1,2,3",0,2.35988017234327,3.061251567990347,0.7013713956470773,2367.150702742701,2909.53646767096,542.385764928259,0.6153846153846154
31860333#0,-128361102#1,4,4,"0,1,2,3",0,1.0050161605318872,1.6985069909893409,0.6934908304574536,1135.3774307929866,1751.6363937324134,616.2589629394267,0.4
-25145014#4,-128361102#1,3,3,"0,1,3",0,1.4919081815591608,2.1820847129348504,0.6901765313756896,1338.8722260093225,2292.4529112170603,953.5806852077378,0.23076923076923078
10425609#0,26642363,4,4,"0,1,2,3",0,1.4428119267865531,2.127325107858558,0.6845131810720049,1316.6990457881466,1705.5159946148783,388.81694882673173,0.5789473684210527
315358244,32978638#0,4,4,"0,1,2,3",0,3.354967645805622,4.030252623318337,0.6752849775127152,2669.1445006034246,3145.73603416255,476.5915335591253,0.75
315358244,-266565295#5,4,4,"0,1,2,3",0,3.3685265610924,4.043811538605114,0.6752849775127143,2779.680371022304,3289.574783069657,509.89441204735294,0.5945945945945946
25117391#0,399835085#1,3,3,"1,2,3",0,2.693266191821856,3.364679047820987,0.6714128559991308,2832.1178183561938,3493.130333622532,661.0125152663381,0.5666666666666667
-32978638#0,399835085#1,4,4,"0,1,2,3",0,2.583460857345097,3.24725315612206,0.6637922987769631,2437.4114720422367,2891.18523023401,453.77375819177314,0.43243243243243246
10425609#0,-201963533#1.145,4,4,"0,1,2,3",0,1.6496880249580037,2.280931734094366,0.6312437091363623,1680.4032416368598,1980.6605889664693,300.2573473296095,0.7
315358244,4942376,4,4,"0,1,2,3",0,2.008522649831462,2.632772349711414,0.624249699879952,1714.0007502334852,2038.317283728239,324.3165334947539,0.6
28319300#0,386687235,4,4,"0,1,2,3",0,2.64169633296083,3.243274127505573,0.6015777945447431,2051.632340847983,2447.6816183699416,396.04927752195863,0.6666666666666666
10425609#0,399835085#1,4,4,"0,1,2,3",0,3.520289283846316,4.112719734469442,0.5924304506231262,3208.5135021770743,3669.216944779436,460.7034426023615,0.8181818181818182
315358244,28319300#0,4,4,"0,1,2,3",0,1.9698374814288568,2.5510646342278127,0.5812271527989559,1943.700784923628,2559.395951331797,615.6951664081689,0.5789473684210527
-25117391#1,201950250#1,3,3,"0,2,3",0,1.756547932347885,2.333774128801988,0.5772261964541032,1324.0899702079355,2027.631752798959,703.5417825910235,0.42105263157894735
201201950#3,32978638#0,4,4,"0,1,2,3",0,1.2153039617574892,1.780214634449892,0.5649106726924027,998.87835500052,1726.8981802082988,728.0198252077788,0.4782608695652174
315358244,-25149001#4,4,4,"0,1,2,3",0,4.856926574670869,5.415814838399687,0.558888263728818,3754.886355689701,3812.918336755343,58.03198106564196,0.7352941176470589
40888360#0,201238729#3,4,4,"0,1,2,3",0,1.619229105559863,2.174643386737871,0.5554142811780081,1996.156404705457,2452.7521416647737,456.5957369593168,0.4782608695652174
201201945#3,201238729#3,4,4,"0,1,2,3",0,1.2623454429585528,1.816852651787857,0.5545072088293042,1867.310634630409,2152.2176076248243,284.90697299441536,0.6470588235294118
176550249#1,4942376,4,4,"0,1,2,3",0,2.4311951706528543,2.971804949481592,0.5406097788287378,2175.230512687237,2575.8149113486807,400.58439866144363,0.5714285714285714
-18809673#6,40888354#1,3,3,"0,2,3",0,6.5908042915049165,7.131270586014082,0.5404662945091658,4939.536169452717,5307.641155229818,368.1049857771004,0.52
-201950259#6,386687235,4,4,"0,1,2,3",0,1.9886351660894743,2.52575005524168,0.5371148891522057,1776.9298119274297,2143.5173385944195,366.5875266669898,0.5357142857142857
10425609#0,-128361102#1,4,4,"0,1,2,3",0,2.2788368479141115,2.8016812289967183,0.5228443810826069,2148.460732489781,2361.2284497321048,212.76771724232367,0.52
28111977#8,-128361102#1,4,4,"0,1,2,3",0,1.4986591324794856,2.017720882449452,0.5190617499699663,1348.4259804023009,1821.4622183005893,473.0362378982884,0.3157894736842105
176550249#1,201238729#3,4,4,"0,1,2,3",0,2.268160547156227,2.774126115529005,0.505965568372778,2524.6846003826035,2901.0847152422584,376.4001148596549,0.6666666666666666
173203413#0,306240162#0,4,4,"0,1,2,3",0,1.5747247182539874,2.054206474959549,0.47948175670556137,1777.680730283328,2036.0924668106368,258.4117365273087,0.6842105263157895
-306240162#1,399835085#1,3,3,"1,2,3",0,0.7569475407300825,1.2353689903372562,0.4784214496071737,1088.904595830214,1654.3646632775558,565.4600674473418,0.625
-306240162#1,40888359,3,3,"1,2,3",0,0.8041591395524768,1.2825805891596505,0.4784214496071737,1188.8846995891756,1754.3447670365172,565.4600674473415,0.625
-224892361#8,399835085#1,3,3,"0,2,3",0,0.6784682369797603,1.116995985881353,0.43852774890159263,1067.926750483232,1509.7555281219688,441.82877763873694,0.45454545454545453
286646456#0,386687235,4,4,"0,1,2,3",0,2.762492537033184,3.196122104093561,0.4336295670603767,2669.8046886117504,3086.200266714736,416.3955781029854,0.7692307692307693
-306240162#1,-170018165#0,3,3,"1,2,3",0,0.5079784043191361,0.9007262044663116,0.3927478001471755,555.1897151534736,1142.6680019656353,587.4782868121617,0.5
201201950#1,32978638#0,4,4,"0,1,2,3",0,1.3424457904111966,1.714535677481936,0.3720898870707394,1119.792568794435,1441.7976391066186,322.00507031218353,0.43478260869565216
10425609#0,-24634521#1,4,4,"0,1,2,3",0,2.0236179091284208,2.367172633383574,0.3435547242551533,1827.0894553282649,2013.961587947294,186.87213261902912,0.6666666666666666
10425609#0,-218647954,4,4,"0,1,2,3",0,2.0236179091284208,2.367172633383574,0.3435547242551533,1890.16937599352,1964.6472543568475,74.47787836332759,0.75
-224892361#8,306240162#0,3,3,"1,2,3",0,0.3900278495156054,0.6950945588519336,0.30506670933632823,686.0158387135357,1129.0802133302225,443.0643746166868,0.45454545454545453
128361109#1,399835085#1,3,3,"1,2,3",0,1.3366166781647015,1.6317051263327644,0.2950884481680629,1732.9826769422675,2030.3975421042,297.41486516193254,0.7142857142857143
-40888356#6,386687235,4,4,"0,1,2,3",0,2.145643196083329,2.434589472938203,0.2889462768548743,1736.3242014420118,1866.319085001281,129.99488355926928,0.7272727272727273
40888360#0,32978638#0,4,4,"0,1,2,3",0,2.1190315002891005,2.380349620049604,0.26131811976050345,1819.2482607664624,2037.845423274985,218.59716250852262,0.5333333333333333
-24634510#15,201238729#3,2,2,"2,3",0,0.4919550918374774,0.7044520920774583,0.21249700023998092,937.47848288798,1222.385455882395,284.906972994415,0.36363636363636365
-170018165#3,306240162#0,2,2,"1,3",0,0.816690504894432,0.9826170543528334,0.16592654945840146,1301.4797116919488,1450.5429815986292,149.0632699066805,0.6
-10427692#1,-128361102#1,1,1,2,0,0.1597070182180205,0.1597070182180205,0.0,459.8256482301316,459.8256482301316,0.0,0.0
-18809673#6,30482615#1,1,1,2,0,0.6245371438712273,0.6245371438712273,0.0,965.2904521862696,965.2904521862696,0.0,0.0
-24634513#5,-23436553#2,1,1,2,0,2.902201586463012,2.902201586463012,0.0,1350.0847000191816,1350.0847000191816,0.0,0.0
-306240162#1,306240162#0,1,1,2,1,0.0,0.0,0.0,220.1391582496537,220.1391582496537,0.0,0.0
-315358242#0,447569997#1,1,1,2,0,0.2722039715814331,0.2722039715814331,0.0,452.6190629227499,452.6190629227499,0.0,0.0
-32978638#0,-266565295#5,1,1,2,0,0.2099232061435085,0.2099232061435085,0.0,374.2942454491327,374.2942454491327,0.0,0.0
-447569998#1,315358242#0,1,1,2,0,0.4346485750527712,0.4346485750527712,0.0,452.6190629227498,452.6190629227498,0.0,0.0
24608844,32978638#0,1,1,2,0,0.4343742104473179,0.4343742104473179,0.0,336.1522498505308,336.1522498505308,0.0,0.0
24634414#5,-266565295#5,1,1,2,0,0.4807112333774402,0.4807112333774402,0.0,628.487959526613,628.487959526613,0.0,0.0
266565295#5,32978638#0,1,1,2,0,0.3414566834653227,0.3414566834653227,0.0,380.45429195302177,380.45429195302177,0.0,0.0
