sumo_id,from,to,priority,type,speed,lanes_x,allow,disallow,shape,osmid,has_traffic_light,highway,maxspeed,lanes_y,length
-243957900#0,4860226893,2513116130,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(5208.22, 3534.29), (5210.06, 3542.66), (5217.49, 3562.81), (5235.98, 3591.04), (5261.57, 3621.53), (5285.64, 3640.18), (5303.4, 3650.9)]",-243957900.0,0,,,,154.79229267170598
-243957900#1,2513116138,4860226893,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(5220.06, 3491.0), (5204.23, 3516.19), (5208.22, 3534.29)]",-243957900.0,0,,,,48.28561540865986
-243957903,2513116021,2513116138,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(5001.79, 3307.06), (5019.09, 3301.95), (5033.7, 3311.87), (5061.29, 3339.21), (5111.72, 3397.03), (5159.83, 3438.27), (5220.06, 3491.0)]",243957903.0,0,unclassified,,,294.6797847583068
-243957904#0,2513116067,2513116173,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(5325.53, 3090.26), (5351.68, 3084.68), (5365.35, 3080.51), (5380.41, 3075.68), (5439.06, 3057.77), (5459.46, 3053.96), (5479.65, 3051.04), (5497.07, 3051.35), (5514.58, 3051.58), (5532.19, 3051.35), (5542.59, 3050.9), (5554.77, 3048.54), (5566.85, 3044.5), (5576.58, 3039.95), (5586.09, 3035.21), (5608.23, 3018.33), (5623.52, 3006.34), (5643.16, 2994.7), (5658.62, 2989.09), (5668.99, 2984.51), (5699.36, 2973.33), (5717.2, 2966.44), (5725.93, 2961.74), (5733.46, 2957.4), (5752.72, 2942.87), (5769.22, 2927.3), (5777.27, 2917.77), (5784.45, 2907.14), (5811.33, 2867.24), (5820.95, 2861.47), (5829.97, 2859.29), (5839.07, 2858.09), (5850.95, 2858.98), (5863.79, 2862.34), (5887.69, 2873.98), (5911.89, 2886.08), (5935.69, 2894.66), (5995.71, 2907.75), (6053.17, 2918.5)]",-243957904.0,0,,,,810.6805074128705
-243957904#1,2513116199,2513116067,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(5147.79, 3109.63), (5158.94, 3103.3), (5172.42, 3098.65), (5187.07, 3096.48), (5255.85, 3093.37), (5290.79, 3092.03), (5325.53, 3090.26)]",-243957904.0,0,,,,180.4918703030982
-243957913,2513115997,2513116138,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(5402.03, 3537.28), (5386.97, 3542.74), (5361.6, 3543.5), (5328.78, 3544.47), (5280.15, 3532.03), (5252.12, 3516.13), (5232.0, 3500.66), (5220.06, 3491.0)]",243957913.0,0,residential,,,197.39465161116476
-269702559,429478908,5779266071,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3672.23, 2081.42), (3662.17, 2084.55), (3653.93, 2086.42), (3627.25, 2097.88), (3597.63, 2109.13), (3587.31, 2114.58), (3573.54, 2125.18), (3551.53, 2143.46)]",269702559.0,0,residential,,,137.3660215466735
-269702560,2748535477,429503665,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3945.66, 2662.79), (3943.52, 2658.3), (3941.71, 2654.45)]",269702560.0,0,residential,,,9.228146827741178
-269702562,429655333,429655331,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4437.02, 2618.02), (4462.72, 2614.88), (4473.25, 2613.81), (4488.68, 2614.16)]",269702562.0,0,secondary,50,,51.90930358242664
-269702565#0,1663593112,1663593129,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4048.09, 2570.17), (4035.76, 2535.38), (4022.09, 2488.96), (4006.94, 2491.21), (4000.39, 2491.94), (3976.92, 2493.19)]",-269702565.0,0,,,,130.71128568216187
-269702565#1,1663593123,1663593112,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4066.56, 2599.55), (4062.71, 2597.89), (4058.29, 2594.67), (4048.09, 2570.17)]",-269702565.0,0,,,,36.199615268032495
-270968314,423427964,430957521,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4375.68, 3254.23), (4374.03, 3247.76), (4367.63, 3226.49), (4365.66, 3220.13)]",270968314.0,0,secondary,,,35.547194558707396
-270968319,430928663,430928761,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3572.84, 3195.46), (3529.52, 3218.59), (3521.3, 3215.4), (3520.68, 3208.02), (3518.77, 3200.66), (3513.81, 3188.23)]",270968319.0,0,residential,,,86.3183851499446
-270968320,430928663,430960036,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3572.84, 3195.46), (3574.4, 3187.11), (3575.22, 3164.79), (3574.45, 3160.33)]",270968320.0,0,residential,,,35.35551287637065
-270968323#0,1663593054,1663593126,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-270968323.0,0,,,,
-270968323#1,1663593089,1663593054,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-270968323.0,0,,,,
-270968324,1663593054,1663593067,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,270968324.0,0,residential,,,
-313248247,621155691,621155688,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,313248247.0,0,residential,,,
-314422857,423361227,3254769434,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2570.05, 2854.39), (2557.62, 2789.05), (2553.25, 2781.72), (2544.28, 2778.59), (2536.41, 2774.9), (2530.94, 2767.14)]",314422857.0,0,residential,,,102.73227374841368
-319058586,2510773402,1663593028,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,,319058586.0,0,tertiary,,,
-319058587#0,9972395321,2510773402,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,,-319058587.0,0,,,,
-319058587#1,2510773419,9972395321,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,,-319058587.0,0,,,,
-319058587#2,9972395328,2510773419,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4309.93, 2418.73), (4282.37, 2412.73), (4263.23, 2409.15)]",-319058587.0,0,,,,47.67748824823231
-319058589#0,3974640310,430957314,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4578.31, 2992.25), (4542.57, 2988.36), (4536.93, 2987.69)]",-319058589.0,0,,,,41.63073037722239
-319058589#1,9719060103,3974640310,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,,-319058589.0,0,,,,
-319058589#2,9719060107,9719060103,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,,-319058589.0,0,,,,
-319058589#3,429653979,9719060107,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4823.22, 3079.24), (4810.85, 3074.39), (4663.99, 3020.0)]",-319058589.0,0,,,,169.89502384340332
-319058590#0,418600282,418600284,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2302.12, 2779.96), (2315.93, 2778.12), (2357.79, 2773.89)]",-319058590.0,0,,,,56.00521890947089
-319058590#1,131830494,418600282,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2226.93, 2771.83), (2244.99, 2782.28), (2253.2, 2785.47), (2269.67, 2785.52), (2302.12, 2779.96)]",-319058590.0,0,,,,79.06634764796172
-319058591,6551565512,3254769439,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2668.3, 2937.02), (2657.81, 2926.07), (2634.77, 2903.39)]",319058591.0,0,residential,50,,47.49378256696209
-319058593,423413664,1687124699,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3238.17, 4078.86), (3224.25, 4110.3), (3216.31, 4138.46)]",319058593.0,0,secondary,,,63.64169376667327
-319058599,418600480,3469068912,12,highway.primary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3087.33, 2349.9), (3074.58, 2309.83), (3062.33, 2263.8), (3057.1, 2237.7), (3053.77, 2223.45), (3052.83, 2219.82), (3046.14, 2192.13)]",319058599.0,0,primary,50,2,163.17094332171263
-319058600#0,418604009,418600480,12,highway.primary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3203.7, 2478.94), (3197.48, 2476.46), (3190.42, 2473.21), (3174.0, 2460.5), (3144.97, 2433.87), (3128.22, 2413.77), (3119.12, 2402.84), (3087.33, 2349.9)]",-319058600.0,0,,,,176.7650269176612
-319058600#1,418600130,418604009,12,highway.primary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-319058600.0,0,,,,
-319058602#0,430921309,3340881416,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4351.7, 3281.2), (4330.35, 3303.7), (4301.76, 3328.22), (4259.23, 3352.04), (4214.57, 3375.39)]",-319058602.0,0,,,,167.82387336054308
-319058602#1,423427964,430921309,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4375.68, 3254.23), (4368.24, 3266.77), (4351.7, 3281.2)]",-319058602.0,0,,,,36.53085094618613
-319058603,431292590,431337530,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(5408.45, 2366.39), (5430.2, 2467.51), (5428.85, 2486.46), (5424.97, 2504.12), (5415.4, 2521.13), (5403.31, 2536.23), (5387.43, 2547.54), (5368.39, 2555.67), (4937.39, 2697.7), (4917.19, 2704.49)]",319058603.0,0,secondary,,2,694.6815418501444
-319058604#0,423336231,418600147,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3379.53, 2730.55), (3391.06, 2727.02), (3469.5, 2696.54), (3488.55, 2696.39)]",-319058604.0,0,,,,115.2626689753854
-319058604#1,429504429,423336231,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-319058604.0,0,,,,
-319058608#0,431333760,12390642064,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4317.02, 2614.9), (4334.09, 2612.64), (4353.81, 2611.92), (4394.03, 2615.19)]",-319058608.0,0,,,,77.30480839981718
-319058608#1,423353686,431333760,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4275.89, 2628.12), (4282.49, 2625.4), (4298.51, 2619.28), (4317.02, 2614.9)]",-319058608.0,0,,,,43.308866923262215
-319058611,3352997394,429655324,11,highway.secondary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,319058611.0,0,secondary,50,,
-319058613#0,1767335325,1767325521,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3349.33, 1093.8), (3353.29, 1093.04), (3367.6, 1090.14), (3382.22, 1085.65), (3389.93, 1084.2)]",-319058613.0,0,,,,41.77226446312787
-319058613#1,12384666204,1767335325,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3276.96, 1085.59), (3310.76, 1091.75), (3317.16, 1092.9), (3347.7, 1093.81), (3349.33, 1093.8)]",-319058613.0,0,,,,73.0428250565077
-319058613#2,9897124731,12384666204,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-319058613.0,0,,,,
-319058623#0,10839457934,423366587,2,highway.living_street,2.78,1,,tram rail_urban rail rail_electric rail_fast ship,,-319058623.0,0,,,,
-319058625,1687124690,1687124708,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,319058625.0,0,residential,,,
-319058626,1687124735,1687124690,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3316.76, 3901.21), (3341.03, 3913.44), (3362.9, 3926.31)]",319058626.0,0,residential,,,52.5531537549415
-319058629,3254769380,3254769381,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,319058629.0,0,footway,,,
-319058645#0,9442763205,1687124677,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-319058645.0,0,,,,
-319058645#1,1687124739,9442763205,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3406.25, 4294.14), (3389.99, 4285.72), (3361.17, 4266.48), (3315.85, 4226.76)]",-319058645.0,0,,,,113.22548890743127
-319058646#0,3254769381,3254769383,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3706.73, 1224.32), (3718.48, 1268.13), (3718.21, 1281.02)]",-319058646.0,0,,,,58.251162970740666
-319058646#1,3254769378,3254769381,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3691.9, 1171.69), (3698.42, 1193.29), (3706.73, 1224.32)]",-319058646.0,0,,,,54.68605344785071
-319779150#0,6100271280,429517435,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3943.27, 1989.12), (3934.09, 2002.21), (3925.4, 2013.01)]",-319779150.0,0,,,,29.85017431627945
-319779150#1,3469086276,6100271280,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-319779150.0,0,,,,
-319779150#2,3262396886,3469086276,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-319779150.0,0,,,,
-319779150#3,3262396884,3262396886,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-319779150.0,0,,,,
-319779153,3262396891,3262396894,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,319779153.0,0,unclassified,,,
-319779154,1663572887,1663572709,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4221.72, 1955.35), (4240.9, 1878.97), (4241.53, 1870.49), (4237.99, 1863.57)]",319779154.0,0,residential,,,95.02763218948377
-327342931,3340881527,3340881532,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,327342931.0,0,footway,50,2,
-327342936,3340880859,3340880853,3,highway.residential,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4067.72, 2081.95), (4052.57, 2146.1), (4052.11, 2146.78), (4051.07, 2147.23), (4049.71, 2147.42), (4035.47, 2144.04), (4034.55, 2143.12), (4034.14, 2142.28), (4034.13, 2140.67), (4049.06, 2077.41)]",327342936.0,0,residential,30,2,152.72145446083306
-327342938,3262396894,3340880858,3,highway.residential,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4076.28, 2009.48), (4067.49, 2044.91), (4058.82, 2079.8)]",327342938.0,0,residential,30,2,72.4551874382046
-327343082,3340881070,418600484,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2905.07, 2518.34), (2921.83, 2557.73), (2923.03, 2559.84), (2926.64, 2561.44), (2933.44, 2563.15), (2943.55, 2564.44), (2989.0, 2567.54), (2992.11, 2568.44), (2994.61, 2570.44), (2996.11, 2573.25), (3003.42, 2594.28), (3005.62, 2596.57), (3011.03, 2598.97), (3019.43, 2600.98), (3039.46, 2603.38), (3044.86, 2604.48), (3053.47, 2607.59), (3059.48, 2609.09), (3073.37, 2609.16)]",327343082.0,0,residential,,,216.48570489817502
-327343096,6883313316,3340881053,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2802.12, 2518.36), (2813.03, 2516.46), (2821.1, 2514.2), (2820.98, 2509.53), (2822.82, 2507.98), (2823.67, 2505.85), (2826.18, 2492.82), (2828.55, 2487.51), (2832.43, 2485.19), (2837.54, 2484.77), (2844.97, 2486.53), (2854.27, 2489.78), (2858.57, 2490.34), (2875.0, 2494.88), (2885.39, 2499.13), (2895.74, 2507.28)]",327343096.0,0,residential,,,120.82623444089597
-328471845#0,429655325,3352997394,11,highway.secondary,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4560.0, 2648.91), (4563.77, 2649.73), (4565.96, 2650.21), (4593.12, 2656.13)]",-328471845.0,0,,,,33.89783069711332
-328471845#1,12390642063,429655325,11,highway.secondary,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4513.57, 2627.75), (4520.17, 2632.33), (4532.81, 2639.33), (4542.63, 2644.31), (4556.61, 2648.16), (4560.0, 2648.91)]",-328471845.0,0,,,,51.465311650607525
-339700984,418603034,3469068906,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3221.07, 2576.24), (3196.3, 2571.34), (3165.65, 2580.57), (3151.86, 2592.98), (3133.09, 2601.0), (3095.03, 2587.15), (3074.95, 2584.62)]",339700984.0,0,residential,,,156.9635354913416
-339701637,3469076361,3469076357,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2971.92, 2421.66), (2980.39, 2420.24), (3009.22, 2433.73), (3023.53, 2431.74), (3083.68, 2392.12)]",339701637.0,0,residential,,,126.89206857908982
-339717960#0,3469226182,430938463,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3555.38, 4243.89), (3529.51, 4220.56), (3483.89, 4202.13)]",-339717960.0,0,,,,84.0381112556876
-339717960#1,3469226493,3469226182,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3696.06, 4383.55), (3691.42, 4378.95), (3678.33, 4352.3), (3664.19, 4336.34), (3645.78, 4321.89), (3605.94, 4287.8), (3555.38, 4243.89)]",-339717960.0,0,,,,200.3513687872233
-339940214,3471386122,423336230,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3232.03, 2738.29), (3233.98, 2729.95), (3242.11, 2704.53), (3267.31, 2677.99), (3352.59, 2623.19)]",339940214.0,0,residential,,,173.22057396661162
-35801597#0,418600481,418600480,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-35801597.0,0,,,,
-35801597#1,3469076357,418600481,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-35801597.0,0,,,,
-35801597#2,3469068906,3469076357,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3074.95, 2584.62), (3078.67, 2552.28), (3078.76, 2525.2), (3084.27, 2405.87), (3083.68, 2392.12)]",-35801597.0,0,,,,192.85319354547215
-35801597#3,418600484,3469068906,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-35801597.0,0,,,,
-35801597#4,418600142,418600484,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3063.99, 2746.78), (3064.4, 2741.92), (3066.05, 2734.46), (3067.97, 2699.44), (3071.5, 2640.53), (3073.37, 2609.16)]",-35801597.0,0,,,,138.03150571961243
-35801699#0,418603034,418604009,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3221.07, 2576.24), (3222.37, 2566.14), (3221.78, 2554.15), (3219.92, 2542.78), (3216.8, 2531.4), (3211.15, 2519.38), (3205.48, 2510.51), (3201.08, 2500.39), (3200.49, 2491.55), (3203.7, 2478.94)]",-35801699.0,0,,,,102.22493452856656
-35801699#1,418600143,418603034,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3091.25, 2745.37), (3095.94, 2735.96), (3096.45, 2731.3), (3097.66, 2721.02), (3144.75, 2659.95), (3175.25, 2632.9), (3191.76, 2621.61), (3203.85, 2609.01), (3213.38, 2597.69), (3218.49, 2586.97), (3221.07, 2576.24)]",-35801699.0,0,,,,218.60887082268874
-35802071#0,3400054739,2085837443,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3323.45, 2559.01), (3291.17, 2538.54), (3283.29, 2533.54), (3266.87, 2522.75), (3254.24, 2512.6), (3251.1, 2506.32), (3243.33, 2499.31)]",-35802071.0,0,,,,100.89280057347575
-35802071#1,9719107979,3400054739,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-35802071.0,0,,,,
-35802071#2,423329664,9719107979,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3387.79, 2600.29), (3381.58, 2595.46), (3371.63, 2589.56)]",-35802071.0,0,,,,19.4349457344432
-35802097#0,4271010195,418600142,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-35802097.0,0,,,,
-35802097#1,4271010196,4271010195,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-35802097.0,0,,,,
-35802097#2,3398666972,4271010196,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-35802097.0,0,,,,
-35802097#3,441267975,3398666972,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-35802097.0,0,,,,
-35802097#4,3583200297,441267975,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2676.4, 2761.51), (2789.73, 2757.13), (2864.01, 2754.08), (2879.65, 2753.44)]",-35802097.0,0,,,,203.41028854407563
-35802097#5,3254769434,3583200297,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2530.94, 2767.14), (2626.15, 2762.68), (2676.4, 2761.51)]",-35802097.0,0,,,,145.5780235227413
-35802600,5705779286,12390308745,12,highway.primary,19.44,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2055.59, 1030.86), (2249.4, 1078.52), (2327.08, 1097.63), (2354.93, 1105.94), (2373.9, 1115.49), (2389.07, 1125.65), (2403.59, 1138.96), (2425.8, 1164.5), (2591.13, 1370.58)]",35802600.0,0,primary,70,2,665.8859979223403
-36284844,423336230,423329664,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,36284844.0,0,residential,,,
-36285797#0,423336230,3400054739,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3352.59, 2623.19), (3324.01, 2572.93), (3323.45, 2559.01)]",-36285797.0,0,,,,71.7489387710328
-36285797#1,423335651,423336230,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-36285797.0,0,,,,
-36285797#2,423336231,423335651,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-36285797.0,0,,,,
-36287006,3204643489,423356668,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2450.23, 2817.25), (2452.41, 2809.75), (2451.23, 2801.03), (2452.61, 2790.67), (2456.22, 2782.48), (2463.54, 2774.07), (2463.51, 2769.88)]",36287006.0,0,unclassified,50,,51.35127534191674
-36288851#0,9719107963,423329664,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3521.8, 2504.7), (3481.63, 2532.09), (3402.73, 2589.43), (3394.9, 2595.73), (3387.79, 2600.29)]",-36288851.0,0,,,,164.65085533873852
-36288851#1,423329662,9719107963,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3544.49, 2488.77), (3527.28, 2500.97), (3521.8, 2504.7)]",-36288851.0,0,,,,27.724568606408155
-36288851#2,429482304,423329662,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-36288851.0,0,,,,
-36288851#3,423348293,429482304,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-36288851.0,0,,,,
-36288941#0,429515241,429515164,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3927.01, 2791.64), (3928.98, 2799.08), (3942.33, 2849.45), (3944.17, 2856.4)]",-36288941.0,0,,,,66.99494943817659
-36288941#1,10839333847,429515241,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3918.11, 2751.88), (3924.23, 2779.2), (3927.01, 2791.64)]",-36288941.0,0,,,,40.74392830895102
-36288941#2,423348300,10839333847,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3900.89, 2674.88), (3900.98, 2681.82), (3902.04, 2688.68), (3905.15, 2704.45), (3911.56, 2728.58), (3918.11, 2751.88)]",-36288941.0,0,,,,79.12576053140623
-36289599#0,423353689,423353686,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4244.4, 2652.23), (4253.35, 2642.92), (4264.56, 2634.63), (4270.12, 2630.53), (4275.89, 2628.12)]",-36289599.0,1,,,,40.017902020662724
-36289599#1,8176004097,423353689,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4197.92, 2720.1), (4222.31, 2682.44), (4244.4, 2652.23)]",-36289599.0,0,,,,82.2928683537439
-36290738#0,3582727733,423363238,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3050.81, 3155.94), (3053.02, 3152.74), (3065.84, 3135.89)]",-36290738.0,0,,,,25.06147498115604
-36290738#1,1687165295,3582727733,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-36290738.0,0,,,,
-36290738#2,1687165275,1687165295,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-36290738.0,0,,,,
-36291216#0,423392202,423389714,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2290.31, 3569.96), (2310.58, 3566.88), (2334.63, 3570.12), (2395.35, 3589.92), (2475.66, 3621.78), (2499.68, 3630.71), (2526.26, 3635.86), (2556.26, 3636.13), (2576.14, 3631.93)]",-36291216.0,0,,,,298.0560886100879
-36291216#1,423394196,423392202,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(1226.0, 3761.53), (1244.56, 3763.15), (1490.64, 3724.97), (1550.85, 3710.03), (1576.19, 3705.69), (1718.07, 3695.47), (1764.95, 3689.94), (1915.77, 3655.12), (2002.45, 3648.87), (2007.61, 3648.5), (2035.48, 3646.71), (2061.45, 3643.02), (2088.07, 3636.8), (2245.93, 3583.7), (2271.92, 3574.96), (2290.31, 3569.96)]",-36291216.0,0,,,,1086.242420686574
-36291218,423389702,423389699,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,36291218.0,0,residential,,,
-36291828#0,423401224,423400279,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-36291828.0,0,,,,
-36291828#1,423401233,423401224,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2950.3, 3147.71), (2959.99, 3132.99), (2973.11, 3109.39)]",-36291828.0,0,,,,44.62487210519507
-36292047#0,10825018410,423402520,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2817.5, 3024.26), (2819.83, 3017.55), (2825.73, 3007.54)]",-36292047.0,0,,,,18.72241218881952
-36292047#1,3339957021,10825018410,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2846.71, 3083.69), (2825.34, 3071.24), (2817.86, 3039.01), (2817.26, 3028.28), (2817.5, 3024.26)]",-36292047.0,0,,,,72.59267630026463
-36292047#2,1687073956,3339957021,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2859.85, 3090.66), (2849.34, 3085.22), (2846.71, 3083.69)]",-36292047.0,0,,,,14.877091894849608
-36292047#3,423401233,1687073956,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2950.3, 3147.71), (2918.23, 3123.36), (2897.68, 3111.5), (2871.47, 3096.67), (2859.85, 3090.66)]",-36292047.0,0,,,,107.19041070261936
-36292142#0,1687165253,423401233,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2908.44, 3200.8), (2923.7, 3185.26), (2935.79, 3170.78), (2950.3, 3147.71)]",-36292142.0,0,,,,67.89718617627224
